customer_tweet_id,customer_text,brand_tweet_id,brand_reply,created_at,_gold_intent
100260,@AmazonHelp why did the price of my item drop $20 right after I bought it (245095)?,100261,We understand the frustration. Please DM your order number so we can review pricing/eligibility for a price adjustment. ^QR,Sat Mar 02 21:50:00 +0000 2024,price_complaint
100262,"@AmazonHelp defective unit received, order 260227, needs replacement.",100263,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",Sat Mar 02 22:07:00 +0000 2024,product_defect
100264,"Product from 446954 stopped working after 2 days, @AmazonHelp this is unacceptable.",100265,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",Sat Mar 02 22:24:00 +0000 2024,product_defect
100266,@AmazonHelp the item from order 316881 arrived broken/defective.,100267,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",Sat Mar 02 22:41:00 +0000 2024,product_defect
100268,"Just want to say @AmazonHelp support fixed my issue with order 998348 super fast, thank you!",100269,"Thank you so much for the kind words, glad we could help! 😊 ^ST",Sat Mar 02 22:58:00 +0000 2024,general_praise
100270,@AmazonHelp can you tell me the status of order 413118? Tracking hasn't updated in 3 days.,100271,"Hi, sorry for the wait! Please send us your order number via DM so we can check the latest tracking status for you. ^AB",Sat Mar 02 23:15:00 +0000 2024,where_is_my_order
100272,"@AmazonHelp defective unit received, order 883826, needs replacement.",100273,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",Sat Mar 02 23:32:00 +0000 2024,product_defect
100274,"Just want to say @AmazonHelp support fixed my issue with order 611945 super fast, thank you!",100275,"Thank you so much for the kind words, glad we could help! 😊 ^ST",Sat Mar 02 23:49:00 +0000 2024,general_praise
100276,"Product from 130434 stopped working after 2 days, @AmazonHelp this is unacceptable.",100277,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",Sun Mar 03 00:06:00 +0000 2024,product_defect
100278,"@AmazonHelp defective unit received, order 273061, needs replacement.",100279,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",Sun Mar 03 00:23:00 +0000 2024,product_defect
100280,"Just want to say @AmazonHelp support fixed my issue with order 513160 super fast, thank you!",100281,"Thank you so much for the kind words, glad we could help! 😊 ^ST",Sun Mar 03 00:40:00 +0000 2024,general_praise
100282,@AmazonHelp the item from order 584125 arrived broken/defective.,100283,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",Sun Mar 03 00:57:00 +0000 2024,product_defect
100284,Can someone cancel 443254? @AmazonHelp it hasn't shipped yet I hope.,100285,We can help with that. Please DM your order number right away — if it hasn't shipped yet we can cancel it for you. ^IJ,Sun Mar 03 01:14:00 +0000 2024,order_cancel
100286,"@AmazonHelp locked out of my account for no reason, need help asap.",100287,Sorry you're having trouble logging in. Please DM us the email on the account (not the password) so we can look into this securely. ^KL,Sun Mar 03 01:31:00 +0000 2024,login_account_issue
100288,"Product from 975467 stopped working after 2 days, @AmazonHelp this is unacceptable.",100289,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",Sun Mar 03 01:48:00 +0000 2024,product_defect
100290,"Still no sign of my package, order 665621. @AmazonHelp any update?",100291,"Hi, sorry for the wait! Please send us your order number via DM so we can check the latest tracking status for you. ^AB",Sun Mar 03 02:05:00 +0000 2024,where_is_my_order
100292,"@AmazonHelp requesting a refund on 171951, product was damaged on arrival.",100293,Sorry for the delay on your refund. Refunds typically take 3-5 business days once processed. Please DM your order number so we can check the status. ^GH,Sun Mar 03 02:22:00 +0000 2024,refund_request
100294,Hi @AmazonHelp where is my order #309044? Been waiting 6 days now.,100295,"Hi, sorry for the wait! Please send us your order number via DM so we can check the latest tracking status for you. ^AB",Sun Mar 03 02:39:00 +0000 2024,where_is_my_order
100296,@AmazonHelp I ordered a blue jacket but received a pair of shoes instead. Order 232352.,100297,"That's definitely not right, we apologize. Please DM your order number and we'll arrange a free replacement or refund right away. ^EF",Sun Mar 03 02:56:00 +0000 2024,wrong_item
100298,"@AmazonHelp delivery for 328552 delayed again, no notification sent either.",100299,We're sorry your delivery is delayed. Could you DM us the order number so we can escalate with the carrier and get you an updated ETA? ^CD,Sun Mar 03 03:13:00 +0000 2024,delivery_delay
100300,Can someone cancel 275939? @AmazonHelp it hasn't shipped yet I hope.,100301,We can help with that. Please DM your order number right away — if it hasn't shipped yet we can cancel it for you. ^IJ,Sun Mar 03 03:30:00 +0000 2024,order_cancel
100302,"Got the completely wrong item for order 213349 @AmazonHelp, this is frustrating.",100303,"That's definitely not right, we apologize. Please DM your order number and we'll arrange a free replacement or refund right away. ^EF",Sun Mar 03 03:47:00 +0000 2024,wrong_item
100304,"@AmazonHelp great service today, appreciate the quick help.",100305,"Thank you so much for the kind words, glad we could help! 😊 ^ST",Sun Mar 03 04:04:00 +0000 2024,general_praise
100306,"Just want to say @AmazonHelp support fixed my issue with order 206851 super fast, thank you!",100307,"Thank you so much for the kind words, glad we could help! 😊 ^ST",Sun Mar 03 04:21:00 +0000 2024,general_praise
100308,"Just want to say @AmazonHelp support fixed my issue with order 934904 super fast, thank you!",100309,"Thank you so much for the kind words, glad we could help! 😊 ^ST",Sun Mar 03 04:38:00 +0000 2024,general_praise
100310,@AmazonHelp not okay that 793655 was cheaper for Prime members and I wasn't told.,100311,We understand the frustration. Please DM your order number so we can review pricing/eligibility for a price adjustment. ^QR,Sun Mar 03 04:55:00 +0000 2024,price_complaint
100312,@AmazonHelp not okay that 113266 was cheaper for Prime members and I wasn't told.,100313,We understand the frustration. Please DM your order number so we can review pricing/eligibility for a price adjustment. ^QR,Sun Mar 03 05:12:00 +0000 2024,price_complaint
100314,"@AmazonHelp I was charged twice for order 554582, please fix this.",100315,Sorry about that! Please DM your order number so we can review the charges and issue a correction if needed. ^OP,Sun Mar 03 05:29:00 +0000 2024,payment_issue
100316,Being charged for an order 260422 I never placed @AmazonHelp.,100317,Sorry about that! Please DM your order number so we can review the charges and issue a correction if needed. ^OP,Sun Mar 03 05:46:00 +0000 2024,payment_issue
100318,@AmazonHelp not okay that 745830 was cheaper for Prime members and I wasn't told.,100319,We understand the frustration. Please DM your order number so we can review pricing/eligibility for a price adjustment. ^QR,Sun Mar 03 06:03:00 +0000 2024,price_complaint
100320,@AmazonHelp payment failed but money was deducted for 556732.,100321,Sorry about that! Please DM your order number so we can review the charges and issue a correction if needed. ^OP,Sun Mar 03 06:20:00 +0000 2024,payment_issue
100322,"@AmazonHelp I returned item from order 392477 two weeks ago, still no refund.",100323,Sorry for the delay on your refund. Refunds typically take 3-5 business days once processed. Please DM your order number so we can check the status. ^GH,Sun Mar 03 06:37:00 +0000 2024,refund_request
100324,Being charged for an order 739979 I never placed @AmazonHelp.,100325,Sorry about that! Please DM your order number so we can review the charges and issue a correction if needed. ^OP,Sun Mar 03 06:54:00 +0000 2024,payment_issue
100326,@AmazonHelp can you tell me the status of order 992288? Tracking hasn't updated in 3 days.,100327,"Hi, sorry for the wait! Please send us your order number via DM so we can check the latest tracking status for you. ^AB",Sun Mar 03 07:11:00 +0000 2024,where_is_my_order
100328,"@AmazonHelp I was charged twice for order 472060, please fix this.",100329,Sorry about that! Please DM your order number so we can review the charges and issue a correction if needed. ^OP,Sun Mar 03 07:28:00 +0000 2024,payment_issue
100330,"@AmazonHelp please cancel order 835244, found it cheaper elsewhere.",100331,We can help with that. Please DM your order number right away — if it hasn't shipped yet we can cancel it for you. ^IJ,Sun Mar 03 07:45:00 +0000 2024,order_cancel
100332,"Still no sign of my package, order 300337. @AmazonHelp any update?",100333,"Hi, sorry for the wait! Please send us your order number via DM so we can check the latest tracking status for you. ^AB",Sun Mar 03 08:02:00 +0000 2024,where_is_my_order
100334,"Product from 682144 stopped working after 2 days, @AmazonHelp this is unacceptable.",100335,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",Sun Mar 03 08:19:00 +0000 2024,product_defect
100336,Being charged for an order 846420 I never placed @AmazonHelp.,100337,Sorry about that! Please DM your order number so we can review the charges and issue a correction if needed. ^OP,Sun Mar 03 08:36:00 +0000 2024,payment_issue
100338,Hi @AmazonHelp where is my order #408528? Been waiting 6 days now.,100339,"Hi, sorry for the wait! Please send us your order number via DM so we can check the latest tracking status for you. ^AB",Sun Mar 03 08:53:00 +0000 2024,where_is_my_order
100340,Where's my refund for order 796212? @AmazonHelp it's been 10 business days.,100341,Sorry for the delay on your refund. Refunds typically take 3-5 business days once processed. Please DM your order number so we can check the status. ^GH,Sun Mar 03 09:10:00 +0000 2024,refund_request
100342,@AmazonHelp not okay that 546173 was cheaper for Prime members and I wasn't told.,100343,We understand the frustration. Please DM your order number so we can review pricing/eligibility for a price adjustment. ^QR,Sun Mar 03 09:27:00 +0000 2024,price_complaint
100344,@AmazonHelp payment failed but money was deducted for 421517.,100345,Sorry about that! Please DM your order number so we can review the charges and issue a correction if needed. ^OP,Sun Mar 03 09:44:00 +0000 2024,payment_issue
100346,"@AmazonHelp delivery for 301939 delayed again, no notification sent either.",100347,We're sorry your delivery is delayed. Could you DM us the order number so we can escalate with the carrier and get you an updated ETA? ^CD,Sun Mar 03 10:01:00 +0000 2024,delivery_delay
100348,@AmazonHelp why did the price of my item drop $20 right after I bought it (300845)?,100349,We understand the frustration. Please DM your order number so we can review pricing/eligibility for a price adjustment. ^QR,Sun Mar 03 10:18:00 +0000 2024,price_complaint
100350,@AmazonHelp payment failed but money was deducted for 859782.,100351,Sorry about that! Please DM your order number so we can review the charges and issue a correction if needed. ^OP,Sun Mar 03 10:35:00 +0000 2024,payment_issue
100352,"@AmazonHelp I need to cancel order 973074 immediately, ordered by mistake.",100353,We can help with that. Please DM your order number right away — if it hasn't shipped yet we can cancel it for you. ^IJ,Sun Mar 03 10:52:00 +0000 2024,order_cancel
100354,Where's my refund for order 288158? @AmazonHelp it's been 10 business days.,100355,Sorry for the delay on your refund. Refunds typically take 3-5 business days once processed. Please DM your order number so we can check the status. ^GH,Sun Mar 03 11:09:00 +0000 2024,refund_request
100356,@AmazonHelp why did the price of my item drop $20 right after I bought it (387636)?,100357,We understand the frustration. Please DM your order number so we can review pricing/eligibility for a price adjustment. ^QR,Sun Mar 03 11:26:00 +0000 2024,price_complaint
100358,@AmazonHelp not okay that 831295 was cheaper for Prime members and I wasn't told.,100359,We understand the frustration. Please DM your order number so we can review pricing/eligibility for a price adjustment. ^QR,Sun Mar 03 11:43:00 +0000 2024,price_complaint
100360,"@AmazonHelp I was charged twice for order 112861, please fix this.",100361,Sorry about that! Please DM your order number so we can review the charges and issue a correction if needed. ^OP,Sun Mar 03 12:00:00 +0000 2024,payment_issue
100362,@AmazonHelp payment failed but money was deducted for 457256.,100363,Sorry about that! Please DM your order number so we can review the charges and issue a correction if needed. ^OP,Sun Mar 03 12:17:00 +0000 2024,payment_issue
100364,Can someone cancel 219629? @AmazonHelp it hasn't shipped yet I hope.,100365,We can help with that. Please DM your order number right away — if it hasn't shipped yet we can cancel it for you. ^IJ,Sun Mar 03 12:34:00 +0000 2024,order_cancel
100366,"@AmazonHelp I was charged twice for order 705050, please fix this.",100367,Sorry about that! Please DM your order number so we can review the charges and issue a correction if needed. ^OP,Sun Mar 03 12:51:00 +0000 2024,payment_issue
100368,@AmazonHelp order 418594 arrived but it's not what I ordered at all.,100369,"That's definitely not right, we apologize. Please DM your order number and we'll arrange a free replacement or refund right away. ^EF",Sun Mar 03 13:08:00 +0000 2024,wrong_item
100370,"@AmazonHelp delivery for 901577 delayed again, no notification sent either.",100371,We're sorry your delivery is delayed. Could you DM us the order number so we can escalate with the carrier and get you an updated ETA? ^CD,Sun Mar 03 13:25:00 +0000 2024,delivery_delay
100372,"Just want to say @AmazonHelp support fixed my issue with order 913373 super fast, thank you!",100373,"Thank you so much for the kind words, glad we could help! 😊 ^ST",Sun Mar 03 13:42:00 +0000 2024,general_praise
100374,@AmazonHelp payment failed but money was deducted for 411797.,100375,Sorry about that! Please DM your order number so we can review the charges and issue a correction if needed. ^OP,Sun Mar 03 13:59:00 +0000 2024,payment_issue
100376,"Just want to say @AmazonHelp support fixed my issue with order 739244 super fast, thank you!",100377,"Thank you so much for the kind words, glad we could help! 😊 ^ST",Sun Mar 03 14:16:00 +0000 2024,general_praise
100378,"@AmazonHelp requesting a refund on 321275, product was damaged on arrival.",100379,Sorry for the delay on your refund. Refunds typically take 3-5 business days once processed. Please DM your order number so we can check the status. ^GH,Sun Mar 03 14:33:00 +0000 2024,refund_request
100380,@AmazonHelp my order 351516 was supposed to arrive yesterday and it's still not here.,100381,We're sorry your delivery is delayed. Could you DM us the order number so we can escalate with the carrier and get you an updated ETA? ^CD,Sun Mar 03 14:50:00 +0000 2024,delivery_delay
100382,@AmazonHelp my order 102805 was supposed to arrive yesterday and it's still not here.,100383,We're sorry your delivery is delayed. Could you DM us the order number so we can escalate with the carrier and get you an updated ETA? ^CD,Sun Mar 03 15:07:00 +0000 2024,delivery_delay
100384,"@AmazonHelp great service today, appreciate the quick help.",100385,"Thank you so much for the kind words, glad we could help! 😊 ^ST",Sun Mar 03 15:24:00 +0000 2024,general_praise
100386,"@AmazonHelp please cancel order 396451, found it cheaper elsewhere.",100387,We can help with that. Please DM your order number right away — if it hasn't shipped yet we can cancel it for you. ^IJ,Sun Mar 03 15:41:00 +0000 2024,order_cancel
100388,Where's my refund for order 926097? @AmazonHelp it's been 10 business days.,100389,Sorry for the delay on your refund. Refunds typically take 3-5 business days once processed. Please DM your order number so we can check the status. ^GH,Sun Mar 03 15:58:00 +0000 2024,refund_request
100390,"@AmazonHelp delivery for 335729 delayed again, no notification sent either.",100391,We're sorry your delivery is delayed. Could you DM us the order number so we can escalate with the carrier and get you an updated ETA? ^CD,Sun Mar 03 16:15:00 +0000 2024,delivery_delay
100392,"@AmazonHelp I need to cancel order 174878 immediately, ordered by mistake.",100393,We can help with that. Please DM your order number right away — if it hasn't shipped yet we can cancel it for you. ^IJ,Sun Mar 03 16:32:00 +0000 2024,order_cancel
100394,"@AmazonHelp please cancel order 885339, found it cheaper elsewhere.",100395,We can help with that. Please DM your order number right away — if it hasn't shipped yet we can cancel it for you. ^IJ,Sun Mar 03 16:49:00 +0000 2024,order_cancel
100396,This is the second time my delivery for 822131 has been delayed. @AmazonHelp not happy.,100397,We're sorry your delivery is delayed. Could you DM us the order number so we can escalate with the carrier and get you an updated ETA? ^CD,Sun Mar 03 17:06:00 +0000 2024,delivery_delay
100398,"Product from 624783 stopped working after 2 days, @AmazonHelp this is unacceptable.",100399,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",Sun Mar 03 17:23:00 +0000 2024,product_defect
100400,"@AmazonHelp I was charged twice for order 727086, please fix this.",100401,Sorry about that! Please DM your order number so we can review the charges and issue a correction if needed. ^OP,Sun Mar 03 17:40:00 +0000 2024,payment_issue
100402,"@AmazonHelp defective unit received, order 437978, needs replacement.",100403,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",Sun Mar 03 17:57:00 +0000 2024,product_defect
100404,@AmazonHelp my order 807053 was supposed to arrive yesterday and it's still not here.,100405,We're sorry your delivery is delayed. Could you DM us the order number so we can escalate with the carrier and get you an updated ETA? ^CD,Sun Mar 03 18:14:00 +0000 2024,delivery_delay
100406,"@AmazonHelp please cancel order 142185, found it cheaper elsewhere.",100407,We can help with that. Please DM your order number right away — if it hasn't shipped yet we can cancel it for you. ^IJ,Sun Mar 03 18:31:00 +0000 2024,order_cancel
100408,@AmazonHelp not okay that 391668 was cheaper for Prime members and I wasn't told.,100409,We understand the frustration. Please DM your order number so we can review pricing/eligibility for a price adjustment. ^QR,Sun Mar 03 18:48:00 +0000 2024,price_complaint
100410,"@AmazonHelp defective unit received, order 953797, needs replacement.",100411,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",Sun Mar 03 19:05:00 +0000 2024,product_defect
100412,@AmazonHelp payment failed but money was deducted for 528184.,100413,Sorry about that! Please DM your order number so we can review the charges and issue a correction if needed. ^OP,Sun Mar 03 19:22:00 +0000 2024,payment_issue
100414,@AmazonHelp my order 445824 was supposed to arrive yesterday and it's still not here.,100415,We're sorry your delivery is delayed. Could you DM us the order number so we can escalate with the carrier and get you an updated ETA? ^CD,Sun Mar 03 19:39:00 +0000 2024,delivery_delay
100416,@AmazonHelp payment failed but money was deducted for 794769.,100417,Sorry about that! Please DM your order number so we can review the charges and issue a correction if needed. ^OP,Sun Mar 03 19:56:00 +0000 2024,payment_issue
100418,@AmazonHelp why did the price of my item drop $20 right after I bought it (576919)?,100419,We understand the frustration. Please DM your order number so we can review pricing/eligibility for a price adjustment. ^QR,Sun Mar 03 20:13:00 +0000 2024,price_complaint
100420,Can someone cancel 221552? @AmazonHelp it hasn't shipped yet I hope.,100421,We can help with that. Please DM your order number right away — if it hasn't shipped yet we can cancel it for you. ^IJ,Sun Mar 03 20:30:00 +0000 2024,order_cancel
100422,@AmazonHelp why did the price of my item drop $20 right after I bought it (789606)?,100423,We understand the frustration. Please DM your order number so we can review pricing/eligibility for a price adjustment. ^QR,Sun Mar 03 20:47:00 +0000 2024,price_complaint
100424,@AmazonHelp the item from order 296694 arrived broken/defective.,100425,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",Sun Mar 03 21:04:00 +0000 2024,product_defect
100426,"@AmazonHelp great service today, appreciate the quick help.",100427,"Thank you so much for the kind words, glad we could help! 😊 ^ST",Sun Mar 03 21:21:00 +0000 2024,general_praise
100428,Hi @AmazonHelp where is my order #380028? Been waiting 6 days now.,100429,"Hi, sorry for the wait! Please send us your order number via DM so we can check the latest tracking status for you. ^AB",Sun Mar 03 21:38:00 +0000 2024,where_is_my_order
100430,Can someone cancel 832168? @AmazonHelp it hasn't shipped yet I hope.,100431,We can help with that. Please DM your order number right away — if it hasn't shipped yet we can cancel it for you. ^IJ,Sun Mar 03 21:55:00 +0000 2024,order_cancel
100432,"Still no sign of my package, order 738448. @AmazonHelp any update?",100433,"Hi, sorry for the wait! Please send us your order number via DM so we can check the latest tracking status for you. ^AB",Sun Mar 03 22:12:00 +0000 2024,where_is_my_order
100434,"Got the completely wrong item for order 677596 @AmazonHelp, this is frustrating.",100435,"That's definitely not right, we apologize. Please DM your order number and we'll arrange a free replacement or refund right away. ^EF",Sun Mar 03 22:29:00 +0000 2024,wrong_item
100436,@AmazonHelp the item from order 335615 arrived broken/defective.,100437,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",Sun Mar 03 22:46:00 +0000 2024,product_defect
100438,"@AmazonHelp delivery for 972565 delayed again, no notification sent either.",100439,We're sorry your delivery is delayed. Could you DM us the order number so we can escalate with the carrier and get you an updated ETA? ^CD,Sun Mar 03 23:03:00 +0000 2024,delivery_delay
100440,"@AmazonHelp please cancel order 839677, found it cheaper elsewhere.",100441,We can help with that. Please DM your order number right away — if it hasn't shipped yet we can cancel it for you. ^IJ,Sun Mar 03 23:20:00 +0000 2024,order_cancel
100442,@AmazonHelp payment failed but money was deducted for 355570.,100443,Sorry about that! Please DM your order number so we can review the charges and issue a correction if needed. ^OP,Sun Mar 03 23:37:00 +0000 2024,payment_issue
100444,"Got the completely wrong item for order 299869 @AmazonHelp, this is frustrating.",100445,"That's definitely not right, we apologize. Please DM your order number and we'll arrange a free replacement or refund right away. ^EF",Sun Mar 03 23:54:00 +0000 2024,wrong_item
100446,@AmazonHelp I ordered a blue jacket but received a pair of shoes instead. Order 389666.,100447,"That's definitely not right, we apologize. Please DM your order number and we'll arrange a free replacement or refund right away. ^EF",Mon Mar 04 00:11:00 +0000 2024,wrong_item
100448,@AmazonHelp not okay that 960408 was cheaper for Prime members and I wasn't told.,100449,We understand the frustration. Please DM your order number so we can review pricing/eligibility for a price adjustment. ^QR,Mon Mar 04 00:28:00 +0000 2024,price_complaint
100450,"@AmazonHelp please cancel order 708093, found it cheaper elsewhere.",100451,We can help with that. Please DM your order number right away — if it hasn't shipped yet we can cancel it for you. ^IJ,Mon Mar 04 00:45:00 +0000 2024,order_cancel
100452,"Got the completely wrong item for order 664742 @AmazonHelp, this is frustrating.",100453,"That's definitely not right, we apologize. Please DM your order number and we'll arrange a free replacement or refund right away. ^EF",Mon Mar 04 01:02:00 +0000 2024,wrong_item
100454,"Account issue again @AmazonHelp, 2FA code never arrives.",100455,Sorry you're having trouble logging in. Please DM us the email on the account (not the password) so we can look into this securely. ^KL,Mon Mar 04 01:19:00 +0000 2024,login_account_issue
100456,@AmazonHelp payment failed but money was deducted for 297816.,100457,Sorry about that! Please DM your order number so we can review the charges and issue a correction if needed. ^OP,Mon Mar 04 01:36:00 +0000 2024,payment_issue
100458,@AmazonHelp the item from order 997594 arrived broken/defective.,100459,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",Mon Mar 04 01:53:00 +0000 2024,product_defect
100460,"Account issue again @AmazonHelp, 2FA code never arrives.",100461,Sorry you're having trouble logging in. Please DM us the email on the account (not the password) so we can look into this securely. ^KL,Mon Mar 04 02:10:00 +0000 2024,login_account_issue
100462,"Got the completely wrong item for order 138817 @AmazonHelp, this is frustrating.",100463,"That's definitely not right, we apologize. Please DM your order number and we'll arrange a free replacement or refund right away. ^EF",Mon Mar 04 02:27:00 +0000 2024,wrong_item
100464,"@AmazonHelp great service today, appreciate the quick help.",100465,"Thank you so much for the kind words, glad we could help! 😊 ^ST",Mon Mar 04 02:44:00 +0000 2024,general_praise
100466,@AmazonHelp not okay that 116093 was cheaper for Prime members and I wasn't told.,100467,We understand the frustration. Please DM your order number so we can review pricing/eligibility for a price adjustment. ^QR,Mon Mar 04 03:01:00 +0000 2024,price_complaint
100468,@AmazonHelp I ordered a blue jacket but received a pair of shoes instead. Order 592296.,100469,"That's definitely not right, we apologize. Please DM your order number and we'll arrange a free replacement or refund right away. ^EF",Mon Mar 04 03:18:00 +0000 2024,wrong_item
100470,"@AmazonHelp great service today, appreciate the quick help.",100471,"Thank you so much for the kind words, glad we could help! 😊 ^ST",Mon Mar 04 03:35:00 +0000 2024,general_praise
100472,"Account issue again @AmazonHelp, 2FA code never arrives.",100473,Sorry you're having trouble logging in. Please DM us the email on the account (not the password) so we can look into this securely. ^KL,Mon Mar 04 03:52:00 +0000 2024,login_account_issue
100474,Being charged for an order 137642 I never placed @AmazonHelp.,100475,Sorry about that! Please DM your order number so we can review the charges and issue a correction if needed. ^OP,Mon Mar 04 04:09:00 +0000 2024,payment_issue
100476,"@AmazonHelp I need to cancel order 883041 immediately, ordered by mistake.",100477,We can help with that. Please DM your order number right away — if it hasn't shipped yet we can cancel it for you. ^IJ,Mon Mar 04 04:26:00 +0000 2024,order_cancel
100478,"@AmazonHelp delivery for 838083 delayed again, no notification sent either.",100479,We're sorry your delivery is delayed. Could you DM us the order number so we can escalate with the carrier and get you an updated ETA? ^CD,Mon Mar 04 04:43:00 +0000 2024,delivery_delay
100480,@AmazonHelp order 414012 arrived but it's not what I ordered at all.,100481,"That's definitely not right, we apologize. Please DM your order number and we'll arrange a free replacement or refund right away. ^EF",Mon Mar 04 05:00:00 +0000 2024,wrong_item
100482,"@AmazonHelp I can't log into my account, keeps saying invalid password even after reset.",100483,Sorry you're having trouble logging in. Please DM us the email on the account (not the password) so we can look into this securely. ^KL,Mon Mar 04 05:17:00 +0000 2024,login_account_issue
100484,@AmazonHelp the item from order 356059 arrived broken/defective.,100485,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",Mon Mar 04 05:34:00 +0000 2024,product_defect
100486,"Just want to say @AmazonHelp support fixed my issue with order 278240 super fast, thank you!",100487,"Thank you so much for the kind words, glad we could help! 😊 ^ST",Mon Mar 04 05:51:00 +0000 2024,general_praise
100488,"@AmazonHelp great service today, appreciate the quick help.",100489,"Thank you so much for the kind words, glad we could help! 😊 ^ST",Mon Mar 04 06:08:00 +0000 2024,general_praise
100490,"Just want to say @AmazonHelp support fixed my issue with order 343467 super fast, thank you!",100491,"Thank you so much for the kind words, glad we could help! 😊 ^ST",Mon Mar 04 06:25:00 +0000 2024,general_praise
100492,Can someone cancel 367729? @AmazonHelp it hasn't shipped yet I hope.,100493,We can help with that. Please DM your order number right away — if it hasn't shipped yet we can cancel it for you. ^IJ,Mon Mar 04 06:42:00 +0000 2024,order_cancel
100494,@AmazonHelp payment failed but money was deducted for 810526.,100495,Sorry about that! Please DM your order number so we can review the charges and issue a correction if needed. ^OP,Mon Mar 04 06:59:00 +0000 2024,payment_issue
100496,This is the second time my delivery for 462351 has been delayed. @AmazonHelp not happy.,100497,We're sorry your delivery is delayed. Could you DM us the order number so we can escalate with the carrier and get you an updated ETA? ^CD,Mon Mar 04 07:16:00 +0000 2024,delivery_delay
100498,"@AmazonHelp defective unit received, order 362246, needs replacement.",100499,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",Mon Mar 04 07:33:00 +0000 2024,product_defect
100500,"@AmazonHelp I need to cancel order 503380 immediately, ordered by mistake.",100501,We can help with that. Please DM your order number right away — if it hasn't shipped yet we can cancel it for you. ^IJ,Mon Mar 04 07:50:00 +0000 2024,order_cancel
100502,Where's my refund for order 699704? @AmazonHelp it's been 10 business days.,100503,Sorry for the delay on your refund. Refunds typically take 3-5 business days once processed. Please DM your order number so we can check the status. ^GH,Mon Mar 04 08:07:00 +0000 2024,refund_request
100504,"@AmazonHelp please cancel order 409571, found it cheaper elsewhere.",100505,We can help with that. Please DM your order number right away — if it hasn't shipped yet we can cancel it for you. ^IJ,Mon Mar 04 08:24:00 +0000 2024,order_cancel
100506,"Product from 108491 stopped working after 2 days, @AmazonHelp this is unacceptable.",100507,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",Mon Mar 04 08:41:00 +0000 2024,product_defect
100508,@AmazonHelp payment failed but money was deducted for 913423.,100509,Sorry about that! Please DM your order number so we can review the charges and issue a correction if needed. ^OP,Mon Mar 04 08:58:00 +0000 2024,payment_issue
100510,"@AmazonHelp I can't log into my account, keeps saying invalid password even after reset.",100511,Sorry you're having trouble logging in. Please DM us the email on the account (not the password) so we can look into this securely. ^KL,Mon Mar 04 09:15:00 +0000 2024,login_account_issue
100512,"@AmazonHelp please cancel order 892280, found it cheaper elsewhere.",100513,We can help with that. Please DM your order number right away — if it hasn't shipped yet we can cancel it for you. ^IJ,Mon Mar 04 09:32:00 +0000 2024,order_cancel
100514,"@AmazonHelp delivery for 777737 delayed again, no notification sent either.",100515,We're sorry your delivery is delayed. Could you DM us the order number so we can escalate with the carrier and get you an updated ETA? ^CD,Mon Mar 04 09:49:00 +0000 2024,delivery_delay
100516,"@AmazonHelp I was charged twice for order 707727, please fix this.",100517,Sorry about that! Please DM your order number so we can review the charges and issue a correction if needed. ^OP,Mon Mar 04 10:06:00 +0000 2024,payment_issue
100518,@AmazonHelp I ordered a blue jacket but received a pair of shoes instead. Order 409445.,100519,"That's definitely not right, we apologize. Please DM your order number and we'll arrange a free replacement or refund right away. ^EF",Mon Mar 04 10:23:00 +0000 2024,wrong_item
