tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id,_gold_intent
100179,115911,False,Sat Mar 02 13:11:00 +0000 2024,"Hi, sorry for the wait! Please send us your order number via DM so we can check the latest tracking status for you. ^AB",,100178,where_is_my_order
100180,cust7658,True,Sat Mar 02 10:30:00 +0000 2024,This is the second time my delivery for 918011 has been delayed. @AmazonHelp not happy.,100181,,delivery_delay
100181,115911,False,Sat Mar 02 13:16:00 +0000 2024,We're sorry your delivery is delayed. Could you DM us the order number so we can escalate with the carrier and get you an updated ETA? ^CD,,100180,delivery_delay
100182,cust3900,True,Sat Mar 02 10:47:00 +0000 2024,@AmazonHelp I ordered a blue jacket but received a pair of shoes instead. Order 270395.,100183,,wrong_item
100183,115911,False,Sat Mar 02 14:40:00 +0000 2024,"That's definitely not right, we apologize. Please DM your order number and we'll arrange a free replacement or refund right away. ^EF",,100182,wrong_item
100184,cust6442,True,Sat Mar 02 11:04:00 +0000 2024,@AmazonHelp the item from order 288073 arrived broken/defective.,100185,,product_defect
100185,115911,False,Sat Mar 02 14:32:00 +0000 2024,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",,100184,product_defect
100186,cust5065,True,Sat Mar 02 11:21:00 +0000 2024,"@AmazonHelp defective unit received, order 870763, needs replacement.",100187,,product_defect
100187,115911,False,Sat Mar 02 12:37:00 +0000 2024,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",,100186,product_defect
100188,cust7267,True,Sat Mar 02 11:38:00 +0000 2024,@AmazonHelp order 213346 arrived but it's not what I ordered at all.,100189,,wrong_item
100189,115911,False,Sat Mar 02 15:29:00 +0000 2024,"That's definitely not right, we apologize. Please DM your order number and we'll arrange a free replacement or refund right away. ^EF",,100188,wrong_item
100190,cust4269,True,Sat Mar 02 11:55:00 +0000 2024,@AmazonHelp can you tell me the status of order 333238? Tracking hasn't updated in 3 days.,100191,,where_is_my_order
100191,115911,False,Sat Mar 02 15:32:00 +0000 2024,"Hi, sorry for the wait! Please send us your order number via DM so we can check the latest tracking status for you. ^AB",,100190,where_is_my_order
100192,cust4728,True,Sat Mar 02 12:12:00 +0000 2024,@AmazonHelp payment failed but money was deducted for 420015.,100193,,payment_issue
100193,115911,False,Sat Mar 02 13:17:00 +0000 2024,Sorry about that! Please DM your order number so we can review the charges and issue a correction if needed. ^OP,,100192,payment_issue
100194,cust7528,True,Sat Mar 02 12:29:00 +0000 2024,"Still no sign of my package, order 302511. @AmazonHelp any update?",100195,,where_is_my_order
100195,115911,False,Sat Mar 02 14:01:00 +0000 2024,"Hi, sorry for the wait! Please send us your order number via DM so we can check the latest tracking status for you. ^AB",,100194,where_is_my_order
100196,cust5573,True,Sat Mar 02 12:46:00 +0000 2024,"@AmazonHelp I need to cancel order 910891 immediately, ordered by mistake.",100197,,order_cancel
100197,115911,False,Sat Mar 02 14:23:00 +0000 2024,We can help with that. Please DM your order number right away — if it hasn't shipped yet we can cancel it for you. ^IJ,,100196,order_cancel
100198,cust9785,True,Sat Mar 02 13:03:00 +0000 2024,@AmazonHelp not okay that 812526 was cheaper for Prime members and I wasn't told.,100199,,price_complaint
100199,115911,False,Sat Mar 02 14:35:00 +0000 2024,We understand the frustration. Please DM your order number so we can review pricing/eligibility for a price adjustment. ^QR,,100198,price_complaint
100200,cust3925,True,Sat Mar 02 13:20:00 +0000 2024,Hi @AmazonHelp where is my order #373903? Been waiting 6 days now.,100201,,where_is_my_order
100201,115911,False,Sat Mar 02 15:56:00 +0000 2024,"Hi, sorry for the wait! Please send us your order number via DM so we can check the latest tracking status for you. ^AB",,100200,where_is_my_order
100202,cust8119,True,Sat Mar 02 13:37:00 +0000 2024,"@AmazonHelp I need to cancel order 213668 immediately, ordered by mistake.",100203,,order_cancel
100203,115911,False,Sat Mar 02 15:13:00 +0000 2024,We can help with that. Please DM your order number right away — if it hasn't shipped yet we can cancel it for you. ^IJ,,100202,order_cancel
100204,cust9379,True,Sat Mar 02 13:54:00 +0000 2024,"@AmazonHelp locked out of my account for no reason, need help asap.",100205,,login_account_issue
100205,115911,False,Sat Mar 02 14:31:00 +0000 2024,Sorry you're having trouble logging in. Please DM us the email on the account (not the password) so we can look into this securely. ^KL,,100204,login_account_issue
100206,cust5173,True,Sat Mar 02 14:11:00 +0000 2024,"@AmazonHelp defective unit received, order 299312, needs replacement.",100207,,product_defect
100207,115911,False,Sat Mar 02 14:30:00 +0000 2024,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",,100206,product_defect
100208,cust9821,True,Sat Mar 02 14:28:00 +0000 2024,@AmazonHelp the item from order 645175 arrived broken/defective.,100209,,product_defect
100209,115911,False,Sat Mar 02 17:31:00 +0000 2024,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",,100208,product_defect
100210,cust2146,True,Sat Mar 02 14:45:00 +0000 2024,Where's my refund for order 552248? @AmazonHelp it's been 10 business days.,100211,,refund_request
100211,115911,False,Sat Mar 02 17:43:00 +0000 2024,Sorry for the delay on your refund. Refunds typically take 3-5 business days once processed. Please DM your order number so we can check the status. ^GH,,100210,refund_request
100212,cust3041,True,Sat Mar 02 15:02:00 +0000 2024,"Account issue again @AmazonHelp, 2FA code never arrives.",100213,,login_account_issue
100213,115911,False,Sat Mar 02 18:14:00 +0000 2024,Sorry you're having trouble logging in. Please DM us the email on the account (not the password) so we can look into this securely. ^KL,,100212,login_account_issue
100214,cust7691,True,Sat Mar 02 15:19:00 +0000 2024,"@AmazonHelp please cancel order 424308, found it cheaper elsewhere.",100215,,order_cancel
100215,115911,False,Sat Mar 02 16:50:00 +0000 2024,We can help with that. Please DM your order number right away — if it hasn't shipped yet we can cancel it for you. ^IJ,,100214,order_cancel
100216,cust3085,True,Sat Mar 02 15:36:00 +0000 2024,"@AmazonHelp defective unit received, order 410016, needs replacement.",100217,,product_defect
100217,115911,False,Sat Mar 02 16:33:00 +0000 2024,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",,100216,product_defect
100218,cust3851,True,Sat Mar 02 15:53:00 +0000 2024,"@AmazonHelp defective unit received, order 497562, needs replacement.",100219,,product_defect
100219,115911,False,Sat Mar 02 18:38:00 +0000 2024,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",,100218,product_defect
100220,cust9977,True,Sat Mar 02 16:10:00 +0000 2024,"@AmazonHelp great service today, appreciate the quick help.",100221,,general_praise
100221,115911,False,Sat Mar 02 19:51:00 +0000 2024,"Thank you so much for the kind words, glad we could help! 😊 ^ST",,100220,general_praise
100222,cust4443,True,Sat Mar 02 16:27:00 +0000 2024,@AmazonHelp can you tell me the status of order 400850? Tracking hasn't updated in 3 days.,100223,,where_is_my_order
100223,115911,False,Sat Mar 02 18:25:00 +0000 2024,"Hi, sorry for the wait! Please send us your order number via DM so we can check the latest tracking status for you. ^AB",,100222,where_is_my_order
100224,cust8238,True,Sat Mar 02 16:44:00 +0000 2024,"@AmazonHelp great service today, appreciate the quick help.",100225,,general_praise
100225,115911,False,Sat Mar 02 18:45:00 +0000 2024,"Thank you so much for the kind words, glad we could help! 😊 ^ST",,100224,general_praise
100226,cust3780,True,Sat Mar 02 17:01:00 +0000 2024,"@AmazonHelp requesting a refund on 596171, product was damaged on arrival.",100227,,refund_request
100227,115911,False,Sat Mar 02 19:57:00 +0000 2024,Sorry for the delay on your refund. Refunds typically take 3-5 business days once processed. Please DM your order number so we can check the status. ^GH,,100226,refund_request
100228,cust6491,True,Sat Mar 02 17:18:00 +0000 2024,This is the second time my delivery for 640490 has been delayed. @AmazonHelp not happy.,100229,,delivery_delay
100229,115911,False,Sat Mar 02 17:49:00 +0000 2024,We're sorry your delivery is delayed. Could you DM us the order number so we can escalate with the carrier and get you an updated ETA? ^CD,,100228,delivery_delay
100230,cust4680,True,Sat Mar 02 17:35:00 +0000 2024,"@AmazonHelp requesting a refund on 425498, product was damaged on arrival.",100231,,refund_request
100231,115911,False,Sat Mar 02 21:09:00 +0000 2024,Sorry for the delay on your refund. Refunds typically take 3-5 business days once processed. Please DM your order number so we can check the status. ^GH,,100230,refund_request
100232,cust1757,True,Sat Mar 02 17:52:00 +0000 2024,"@AmazonHelp I returned item from order 125611 two weeks ago, still no refund.",100233,,refund_request
100233,115911,False,Sat Mar 02 19:02:00 +0000 2024,Sorry for the delay on your refund. Refunds typically take 3-5 business days once processed. Please DM your order number so we can check the status. ^GH,,100232,refund_request
100234,cust2193,True,Sat Mar 02 18:09:00 +0000 2024,Being charged for an order 991014 I never placed @AmazonHelp.,100235,,payment_issue
100235,115911,False,Sat Mar 02 20:13:00 +0000 2024,Sorry about that! Please DM your order number so we can review the charges and issue a correction if needed. ^OP,,100234,payment_issue
100236,cust4185,True,Sat Mar 02 18:26:00 +0000 2024,"@AmazonHelp defective unit received, order 703634, needs replacement.",100237,,product_defect
100237,115911,False,Sat Mar 02 21:37:00 +0000 2024,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",,100236,product_defect
100238,cust4997,True,Sat Mar 02 18:43:00 +0000 2024,"Product from 519066 stopped working after 2 days, @AmazonHelp this is unacceptable.",100239,,product_defect
100239,115911,False,Sat Mar 02 19:28:00 +0000 2024,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",,100238,product_defect
100240,cust7965,True,Sat Mar 02 19:00:00 +0000 2024,Hi @AmazonHelp where is my order #916232? Been waiting 6 days now.,100241,,where_is_my_order
100241,115911,False,Sat Mar 02 20:04:00 +0000 2024,"Hi, sorry for the wait! Please send us your order number via DM so we can check the latest tracking status for you. ^AB",,100240,where_is_my_order
100242,cust8611,True,Sat Mar 02 19:17:00 +0000 2024,@AmazonHelp order 643118 arrived but it's not what I ordered at all.,100243,,wrong_item
100243,115911,False,Sat Mar 02 19:37:00 +0000 2024,"That's definitely not right, we apologize. Please DM your order number and we'll arrange a free replacement or refund right away. ^EF",,100242,wrong_item
100244,cust2988,True,Sat Mar 02 19:34:00 +0000 2024,@AmazonHelp why did the price of my item drop $20 right after I bought it (989545)?,100245,,price_complaint
100245,115911,False,Sat Mar 02 21:38:00 +0000 2024,We understand the frustration. Please DM your order number so we can review pricing/eligibility for a price adjustment. ^QR,,100244,price_complaint
100246,cust9702,True,Sat Mar 02 19:51:00 +0000 2024,"Got the completely wrong item for order 800005 @AmazonHelp, this is frustrating.",100247,,wrong_item
100247,115911,False,Sat Mar 02 22:22:00 +0000 2024,"That's definitely not right, we apologize. Please DM your order number and we'll arrange a free replacement or refund right away. ^EF",,100246,wrong_item
100248,cust8251,True,Sat Mar 02 20:08:00 +0000 2024,"@AmazonHelp great service today, appreciate the quick help.",100249,,general_praise
100249,115911,False,Sat Mar 02 22:52:00 +0000 2024,"Thank you so much for the kind words, glad we could help! 😊 ^ST",,100248,general_praise
100250,cust9976,True,Sat Mar 02 20:25:00 +0000 2024,@AmazonHelp not okay that 970914 was cheaper for Prime members and I wasn't told.,100251,,price_complaint
100251,115911,False,Sat Mar 02 22:27:00 +0000 2024,We understand the frustration. Please DM your order number so we can review pricing/eligibility for a price adjustment. ^QR,,100250,price_complaint
100252,cust8373,True,Sat Mar 02 20:42:00 +0000 2024,@AmazonHelp order 597732 arrived but it's not what I ordered at all.,100253,,wrong_item
100253,115911,False,Sat Mar 02 21:56:00 +0000 2024,"That's definitely not right, we apologize. Please DM your order number and we'll arrange a free replacement or refund right away. ^EF",,100252,wrong_item
100254,cust9540,True,Sat Mar 02 20:59:00 +0000 2024,"@AmazonHelp requesting a refund on 390782, product was damaged on arrival.",100255,,refund_request
100255,115911,False,Sat Mar 02 23:11:00 +0000 2024,Sorry for the delay on your refund. Refunds typically take 3-5 business days once processed. Please DM your order number so we can check the status. ^GH,,100254,refund_request
100256,cust2269,True,Sat Mar 02 21:16:00 +0000 2024,Where's my refund for order 561239? @AmazonHelp it's been 10 business days.,100257,,refund_request
100257,115911,False,Sun Mar 03 00:26:00 +0000 2024,Sorry for the delay on your refund. Refunds typically take 3-5 business days once processed. Please DM your order number so we can check the status. ^GH,,100256,refund_request
100258,cust6502,True,Sat Mar 02 21:33:00 +0000 2024,"@AmazonHelp I need to cancel order 384913 immediately, ordered by mistake.",100259,,order_cancel
100259,115911,False,Sat Mar 02 23:02:00 +0000 2024,We can help with that. Please DM your order number right away — if it hasn't shipped yet we can cancel it for you. ^IJ,,100258,order_cancel
100260,cust3471,True,Sat Mar 02 21:50:00 +0000 2024,@AmazonHelp why did the price of my item drop $20 right after I bought it (245095)?,100261,,price_complaint
100261,115911,False,Sat Mar 02 22:57:00 +0000 2024,We understand the frustration. Please DM your order number so we can review pricing/eligibility for a price adjustment. ^QR,,100260,price_complaint
100262,cust4505,True,Sat Mar 02 22:07:00 +0000 2024,"@AmazonHelp defective unit received, order 260227, needs replacement.",100263,,product_defect
100263,115911,False,Sat Mar 02 22:31:00 +0000 2024,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",,100262,product_defect
100264,cust9890,True,Sat Mar 02 22:24:00 +0000 2024,"Product from 446954 stopped working after 2 days, @AmazonHelp this is unacceptable.",100265,,product_defect
100265,115911,False,Sun Mar 03 00:31:00 +0000 2024,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",,100264,product_defect
100266,cust7883,True,Sat Mar 02 22:41:00 +0000 2024,@AmazonHelp the item from order 316881 arrived broken/defective.,100267,,product_defect
100267,115911,False,Sun Mar 03 00:28:00 +0000 2024,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",,100266,product_defect
100268,cust7232,True,Sat Mar 02 22:58:00 +0000 2024,"Just want to say @AmazonHelp support fixed my issue with order 998348 super fast, thank you!",100269,,general_praise
100269,115911,False,Sun Mar 03 01:08:00 +0000 2024,"Thank you so much for the kind words, glad we could help! 😊 ^ST",,100268,general_praise
100270,cust7389,True,Sat Mar 02 23:15:00 +0000 2024,@AmazonHelp can you tell me the status of order 413118? Tracking hasn't updated in 3 days.,100271,,where_is_my_order
100271,115911,False,Sun Mar 03 03:01:00 +0000 2024,"Hi, sorry for the wait! Please send us your order number via DM so we can check the latest tracking status for you. ^AB",,100270,where_is_my_order
100272,cust9947,True,Sat Mar 02 23:32:00 +0000 2024,"@AmazonHelp defective unit received, order 883826, needs replacement.",100273,,product_defect
100273,115911,False,Sun Mar 03 03:04:00 +0000 2024,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",,100272,product_defect
100274,cust4595,True,Sat Mar 02 23:49:00 +0000 2024,"Just want to say @AmazonHelp support fixed my issue with order 611945 super fast, thank you!",100275,,general_praise
100275,115911,False,Sun Mar 03 01:06:00 +0000 2024,"Thank you so much for the kind words, glad we could help! 😊 ^ST",,100274,general_praise
100276,cust7371,True,Sun Mar 03 00:06:00 +0000 2024,"Product from 130434 stopped working after 2 days, @AmazonHelp this is unacceptable.",100277,,product_defect
100277,115911,False,Sun Mar 03 01:40:00 +0000 2024,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",,100276,product_defect
100278,cust8657,True,Sun Mar 03 00:23:00 +0000 2024,"@AmazonHelp defective unit received, order 273061, needs replacement.",100279,,product_defect
100279,115911,False,Sun Mar 03 01:03:00 +0000 2024,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",,100278,product_defect
100280,cust1444,True,Sun Mar 03 00:40:00 +0000 2024,"Just want to say @AmazonHelp support fixed my issue with order 513160 super fast, thank you!",100281,,general_praise
100281,115911,False,Sun Mar 03 01:09:00 +0000 2024,"Thank you so much for the kind words, glad we could help! 😊 ^ST",,100280,general_praise
100282,cust3977,True,Sun Mar 03 00:57:00 +0000 2024,@AmazonHelp the item from order 584125 arrived broken/defective.,100283,,product_defect
100283,115911,False,Sun Mar 03 01:17:00 +0000 2024,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",,100282,product_defect
100284,cust4467,True,Sun Mar 03 01:14:00 +0000 2024,Can someone cancel 443254? @AmazonHelp it hasn't shipped yet I hope.,100285,,order_cancel
100285,115911,False,Sun Mar 03 03:18:00 +0000 2024,We can help with that. Please DM your order number right away — if it hasn't shipped yet we can cancel it for you. ^IJ,,100284,order_cancel
100286,cust7211,True,Sun Mar 03 01:31:00 +0000 2024,"@AmazonHelp locked out of my account for no reason, need help asap.",100287,,login_account_issue
100287,115911,False,Sun Mar 03 02:50:00 +0000 2024,Sorry you're having trouble logging in. Please DM us the email on the account (not the password) so we can look into this securely. ^KL,,100286,login_account_issue
100288,cust2341,True,Sun Mar 03 01:48:00 +0000 2024,"Product from 975467 stopped working after 2 days, @AmazonHelp this is unacceptable.",100289,,product_defect
100289,115911,False,Sun Mar 03 03:56:00 +0000 2024,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",,100288,product_defect
100290,cust1853,True,Sun Mar 03 02:05:00 +0000 2024,"Still no sign of my package, order 665621. @AmazonHelp any update?",100291,,where_is_my_order
100291,115911,False,Sun Mar 03 03:42:00 +0000 2024,"Hi, sorry for the wait! Please send us your order number via DM so we can check the latest tracking status for you. ^AB",,100290,where_is_my_order
100292,cust1659,True,Sun Mar 03 02:22:00 +0000 2024,"@AmazonHelp requesting a refund on 171951, product was damaged on arrival.",100293,,refund_request
100293,115911,False,Sun Mar 03 05:43:00 +0000 2024,Sorry for the delay on your refund. Refunds typically take 3-5 business days once processed. Please DM your order number so we can check the status. ^GH,,100292,refund_request
100294,cust1333,True,Sun Mar 03 02:39:00 +0000 2024,Hi @AmazonHelp where is my order #309044? Been waiting 6 days now.,100295,,where_is_my_order
100295,115911,False,Sun Mar 03 05:26:00 +0000 2024,"Hi, sorry for the wait! Please send us your order number via DM so we can check the latest tracking status for you. ^AB",,100294,where_is_my_order
100296,cust8758,True,Sun Mar 03 02:56:00 +0000 2024,@AmazonHelp I ordered a blue jacket but received a pair of shoes instead. Order 232352.,100297,,wrong_item
100297,115911,False,Sun Mar 03 05:55:00 +0000 2024,"That's definitely not right, we apologize. Please DM your order number and we'll arrange a free replacement or refund right away. ^EF",,100296,wrong_item
100298,cust8619,True,Sun Mar 03 03:13:00 +0000 2024,"@AmazonHelp delivery for 328552 delayed again, no notification sent either.",100299,,delivery_delay
100299,115911,False,Sun Mar 03 06:20:00 +0000 2024,We're sorry your delivery is delayed. Could you DM us the order number so we can escalate with the carrier and get you an updated ETA? ^CD,,100298,delivery_delay
100300,cust2876,True,Sun Mar 03 03:30:00 +0000 2024,Can someone cancel 275939? @AmazonHelp it hasn't shipped yet I hope.,100301,,order_cancel
100301,115911,False,Sun Mar 03 06:57:00 +0000 2024,We can help with that. Please DM your order number right away — if it hasn't shipped yet we can cancel it for you. ^IJ,,100300,order_cancel
100302,cust1420,True,Sun Mar 03 03:47:00 +0000 2024,"Got the completely wrong item for order 213349 @AmazonHelp, this is frustrating.",100303,,wrong_item
100303,115911,False,Sun Mar 03 05:14:00 +0000 2024,"That's definitely not right, we apologize. Please DM your order number and we'll arrange a free replacement or refund right away. ^EF",,100302,wrong_item
100304,cust4249,True,Sun Mar 03 04:04:00 +0000 2024,"@AmazonHelp great service today, appreciate the quick help.",100305,,general_praise
100305,115911,False,Sun Mar 03 04:31:00 +0000 2024,"Thank you so much for the kind words, glad we could help! 😊 ^ST",,100304,general_praise
100306,cust5941,True,Sun Mar 03 04:21:00 +0000 2024,"Just want to say @AmazonHelp support fixed my issue with order 206851 super fast, thank you!",100307,,general_praise
100307,115911,False,Sun Mar 03 08:06:00 +0000 2024,"Thank you so much for the kind words, glad we could help! 😊 ^ST",,100306,general_praise
100308,cust1672,True,Sun Mar 03 04:38:00 +0000 2024,"Just want to say @AmazonHelp support fixed my issue with order 934904 super fast, thank you!",100309,,general_praise
100309,115911,False,Sun Mar 03 06:14:00 +0000 2024,"Thank you so much for the kind words, glad we could help! 😊 ^ST",,100308,general_praise
100310,cust7071,True,Sun Mar 03 04:55:00 +0000 2024,@AmazonHelp not okay that 793655 was cheaper for Prime members and I wasn't told.,100311,,price_complaint
100311,115911,False,Sun Mar 03 05:20:00 +0000 2024,We understand the frustration. Please DM your order number so we can review pricing/eligibility for a price adjustment. ^QR,,100310,price_complaint
100312,cust7882,True,Sun Mar 03 05:12:00 +0000 2024,@AmazonHelp not okay that 113266 was cheaper for Prime members and I wasn't told.,100313,,price_complaint
100313,115911,False,Sun Mar 03 08:50:00 +0000 2024,We understand the frustration. Please DM your order number so we can review pricing/eligibility for a price adjustment. ^QR,,100312,price_complaint
100314,cust6934,True,Sun Mar 03 05:29:00 +0000 2024,"@AmazonHelp I was charged twice for order 554582, please fix this.",100315,,payment_issue
100315,115911,False,Sun Mar 03 08:19:00 +0000 2024,Sorry about that! Please DM your order number so we can review the charges and issue a correction if needed. ^OP,,100314,payment_issue
100316,cust8135,True,Sun Mar 03 05:46:00 +0000 2024,Being charged for an order 260422 I never placed @AmazonHelp.,100317,,payment_issue
100317,115911,False,Sun Mar 03 06:39:00 +0000 2024,Sorry about that! Please DM your order number so we can review the charges and issue a correction if needed. ^OP,,100316,payment_issue
100318,cust9817,True,Sun Mar 03 06:03:00 +0000 2024,@AmazonHelp not okay that 745830 was cheaper for Prime members and I wasn't told.,100319,,price_complaint
100319,115911,False,Sun Mar 03 09:29:00 +0000 2024,We understand the frustration. Please DM your order number so we can review pricing/eligibility for a price adjustment. ^QR,,100318,price_complaint
100320,cust5397,True,Sun Mar 03 06:20:00 +0000 2024,@AmazonHelp payment failed but money was deducted for 556732.,100321,,payment_issue
100321,115911,False,Sun Mar 03 07:50:00 +0000 2024,Sorry about that! Please DM your order number so we can review the charges and issue a correction if needed. ^OP,,100320,payment_issue
100322,cust8385,True,Sun Mar 03 06:37:00 +0000 2024,"@AmazonHelp I returned item from order 392477 two weeks ago, still no refund.",100323,,refund_request
100323,115911,False,Sun Mar 03 07:47:00 +0000 2024,Sorry for the delay on your refund. Refunds typically take 3-5 business days once processed. Please DM your order number so we can check the status. ^GH,,100322,refund_request
100324,cust7209,True,Sun Mar 03 06:54:00 +0000 2024,Being charged for an order 739979 I never placed @AmazonHelp.,100325,,payment_issue
100325,115911,False,Sun Mar 03 08:28:00 +0000 2024,Sorry about that! Please DM your order number so we can review the charges and issue a correction if needed. ^OP,,100324,payment_issue
100326,cust6325,True,Sun Mar 03 07:11:00 +0000 2024,@AmazonHelp can you tell me the status of order 992288? Tracking hasn't updated in 3 days.,100327,,where_is_my_order
100327,115911,False,Sun Mar 03 08:05:00 +0000 2024,"Hi, sorry for the wait! Please send us your order number via DM so we can check the latest tracking status for you. ^AB",,100326,where_is_my_order
100328,cust5232,True,Sun Mar 03 07:28:00 +0000 2024,"@AmazonHelp I was charged twice for order 472060, please fix this.",100329,,payment_issue
100329,115911,False,Sun Mar 03 09:03:00 +0000 2024,Sorry about that! Please DM your order number so we can review the charges and issue a correction if needed. ^OP,,100328,payment_issue
100330,cust5526,True,Sun Mar 03 07:45:00 +0000 2024,"@AmazonHelp please cancel order 835244, found it cheaper elsewhere.",100331,,order_cancel
100331,115911,False,Sun Mar 03 10:15:00 +0000 2024,We can help with that. Please DM your order number right away — if it hasn't shipped yet we can cancel it for you. ^IJ,,100330,order_cancel
100332,cust2402,True,Sun Mar 03 08:02:00 +0000 2024,"Still no sign of my package, order 300337. @AmazonHelp any update?",100333,,where_is_my_order
100333,115911,False,Sun Mar 03 09:11:00 +0000 2024,"Hi, sorry for the wait! Please send us your order number via DM so we can check the latest tracking status for you. ^AB",,100332,where_is_my_order
100334,cust4937,True,Sun Mar 03 08:19:00 +0000 2024,"Product from 682144 stopped working after 2 days, @AmazonHelp this is unacceptable.",100335,,product_defect
100335,115911,False,Sun Mar 03 11:23:00 +0000 2024,"We're sorry to hear that. Please DM your order number and a photo if possible, and we'll get a replacement sent out. ^MN",,100334,product_defect
100336,cust9041,True,Sun Mar 03 08:36:00 +0000 2024,Being charged for an order 846420 I never placed @AmazonHelp.,100337,,payment_issue
100337,115911,False,Sun Mar 03 10:38:00 +0000 2024,Sorry about that! Please DM your order number so we can review the charges and issue a correction if needed. ^OP,,100336,payment_issue
100338,cust4630,True,Sun Mar 03 08:53:00 +0000 2024,Hi @AmazonHelp where is my order #408528? Been waiting 6 days now.,100339,,where_is_my_order
100339,115911,False,Sun Mar 03 10:44:00 +0000 2024,"Hi, sorry for the wait! Please send us your order number via DM so we can check the latest tracking status for you. ^AB",,100338,where_is_my_order
100340,cust7046,True,Sun Mar 03 09:10:00 +0000 2024,Where's my refund for order 796212? @AmazonHelp it's been 10 business days.,100341,,refund_request
100341,115911,False,Sun Mar 03 11:19:00 +0000 2024,Sorry for the delay on your refund. Refunds typically take 3-5 business days once processed. Please DM your order number so we can check the status. ^GH,,100340,refund_request
100342,cust6419,True,Sun Mar 03 09:27:00 +0000 2024,@AmazonHelp not okay that 546173 was cheaper for Prime members and I wasn't told.,100343,,price_complaint
100343,115911,False,Sun Mar 03 11:05:00 +0000 2024,We understand the frustration. Please DM your order number so we can review pricing/eligibility for a price adjustment. ^QR,,100342,price_complaint
100344,cust5118,True,Sun Mar 03 09:44:00 +0000 2024,@AmazonHelp payment failed but money was deducted for 421517.,100345,,payment_issue
100345,115911,False,Sun Mar 03 10:51:00 +0000 2024,Sorry about that! Please DM your order number so we can review the charges and issue a correction if needed. ^OP,,100344,payment_issue
100346,cust6169,True,Sun Mar 03 10:01:00 +0000 2024,"@AmazonHelp delivery for 301939 delayed again, no notification sent either.",100347,,delivery_delay
100347,115911,False,Sun Mar 03 10:39:00 +0000 2024,We're sorry your delivery is delayed. Could you DM us the order number so we can escalate with the carrier and get you an updated ETA? ^CD,,100346,delivery_delay
100348,cust4545,True,Sun Mar 03 10:18:00 +0000 2024,@AmazonHelp why did the price of my item drop $20 right after I bought it (300845)?,100349,,price_complaint
100349,115911,False,Sun Mar 03 13:35:00 +0000 2024,We understand the frustration. Please DM your order number so we can review pricing/eligibility for a price adjustment. ^QR,,100348,price_complaint
100350,cust9595,True,Sun Mar 03 10:35:00 +0000 2024,@AmazonHelp payment failed but money was deducted for 859782.,100351,,payment_issue
100351,115911,False,Sun Mar 03 13:15:00 +0000 2024,Sorry about that! Please DM your order number so we can review the charges and issue a correction if needed. ^OP,,100350,payment_issue
100352,cust4180,True,Sun Mar 03 10:52:00 +0000 2024,"@AmazonHelp I need to cancel order 973074 immediately, ordered by mistake.",100353,,order_cancel
100353,115911,False,Sun Mar 03 12:15:00 +0000 2024,We can help with that. Please DM your order number right away — if it hasn't shipped yet we can cancel it for you. ^IJ,,100352,order_cancel
100354,cust5952,True,Sun Mar 03 11:09:00 +0000 2024,Where's my refund for order 288158? @AmazonHelp it's been 10 business days.,100355,,refund_request
100355,115911,False,Sun Mar 03 11:20:00 +0000 2024,Sorry for the delay on your refund. Refunds typically take 3-5 business days once processed. Please DM your order number so we can check the status. ^GH,,100354,refund_request
100356,cust1745,True,Sun Mar 03 11:26:00 +0000 2024,@AmazonHelp why did the price of my item drop $20 right after I bought it (387636)?,100357,,price_complaint
100357,115911,False,Sun Mar 03 11:47:00 +0000 2024,We understand the frustration. Please DM your order number so we can review pricing/eligibility for a price adjustment. ^QR,,100356,price_complaint
100358,cust3068,True,Sun Mar 03 11:43:00 +0000 2024,@AmazonHelp not okay that 831295 was cheaper for Prime members and I wasn't told.,100359,,price_complaint
100359,115911,False,Sun Mar 03 14:34:00 +0000 2024,We understand the frustration. Please DM your order number so we can review pricing/eligibility for a price adjustment. ^QR,,100358,price_complaint
